NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,lcz_source,lcz_dom_100m,lcz_dom_300m,lcz_dom_500m,lcz_comp_100m,lcz_comp_300m,lcz_comp_500m,lcz_category
39159002,COLONNE,46.867667,5.572167,244,demuzere,9.0,9,14,"{""9"": 4}","{""14"": 13, ""12"": 7, ""9"": 16, ""11"": 6}","{""14"": 51, ""11"": 31, ""12"": 11, ""9"": 23}",non_bati
39177001,CRANCOT,46.690167,5.659,509,demuzere,12.0,12,12,"{""12"": 3, ""9"": 2}","{""11"": 2, ""12"": 23, ""9"": 13, ""6"": 3}","{""11"": 33, ""12"": 36, ""9"": 27, ""6"": 18}",non_bati
39198001,DOLE,47.063667,5.496,212,demuzere,6.0,6,6,"{""6"": 3}","{""6"": 27, ""11"": 11, ""9"": 2}","{""9"": 20, ""6"": 41, ""11"": 41, ""14"": 3, ""12"": 7}",urbain_aere
39225002,LE FIED_SAPC,46.768167,5.717333,522,demuzere,14.0,14,14,"{""14"": 4}","{""9"": 12, ""14"": 26}","{""9"": 30, ""14"": 83}",non_bati
39235001,FRAISANS,47.148667,5.768333,254,demuzere,6.0,6,11,"{""6"": 5}","{""11"": 3, ""9"": 12, ""6"": 27, ""12"": 1}","{""11"": 39, ""14"": 6, ""17"": 2, ""9"": 25, ""12"": 6, ""6"": 37}",non_bati
39240001,LE FRASNOIS,46.634333,5.895167,773,demuzere,12.0,12,12,"{""12"": 3}","{""12"": 29, ""9"": 5, ""14"": 4}","{""12"": 68, ""11"": 8, ""14"": 30, ""9"": 7}",non_bati
39362001,LONS LE SAUNIER,46.692833,5.517667,298,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 41}","{""14"": 98, ""9"": 16}",non_bati
39413001,LA PESSE,46.302833,5.843,1133,demuzere,14.0,14,14,"{""14"": 2}","{""14"": 38}","{""14"": 112}",non_bati
39485002,ST JULIEN - SA,46.385167,5.448,361,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 33, ""9"": 5, ""11"": 1, ""12"": 3}","{""14"": 67, ""9"": 14, ""12"": 20, ""11"": 13}",non_bati
39526003,TAVAUX SA,47.043833,5.427333,195,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 37, ""8"": 3}","{""6"": 3, ""14"": 94, ""8"": 17}",non_bati
40031001,BEGAAR,43.833167,-0.836,19,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 23, ""12"": 10, ""9"": 4, ""8"": 1}","{""12"": 37, ""14"": 40, ""9"": 22, ""8"": 11}",non_bati
40033001,BELIS,44.063833,-0.453833,85,demuzere,12.0,12,12,"{""12"": 5}","{""12"": 38, ""9"": 1}","{""12"": 101, ""11"": 6, ""9"": 2}",non_bati
40046001,BISCARROSSE,44.431667,-1.2475,35,demuzere,12.0,11,11,"{""12"": 3, ""6"": 1}","{""11"": 17, ""12"": 14, ""6"": 6, ""9"": 1}","{""12"": 23, ""6"": 23, ""11"": 58, ""9"": 4}",non_bati
40065002,CAPBRETON,43.627333,-1.453333,11,demuzere,16.0,16,16,"{""16"": 2, ""14"": 2}","{""16"": 11, ""11"": 4, ""14"": 7, ""9"": 3}","{""16"": 25, ""6"": 3, ""11"": 23, ""14"": 7, ""9"": 6}",non_bati
40087001,CREON D'ARMAGNAC,43.9935,-0.045,150,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 33, ""12"": 7}","{""12"": 20, ""14"": 88}",non_bati
40088001,DAX,43.689833,-1.07,31,demuzere,12.0,6,6,"{""6"": 1, ""12"": 2, ""14"": 1}","{""6"": 18, ""12"": 9, ""9"": 2, ""14"": 10}","{""6"": 58, ""8"": 2, ""12"": 22, ""9"": 9, ""14"": 17}",urbain_aere
40134001,LABOUHEYRE DFCI,44.213333,-0.915333,72,demuzere,6.0,6,6,"{""6"": 4}","{""6"": 39}","{""6"": 105, ""9"": 2}",urbain_aere
40164004,CAPTIEUX-RETJONS,44.185,-0.286167,131,demuzere,14.0,14,12,"{""14"": 4}","{""12"": 12, ""14"": 28}","{""12"": 62, ""14"": 50}",non_bati
40192001,MONT-DE-MARSAN,43.909833,-0.500167,59,demuzere,9.0,9,9,"{""9"": 5}","{""12"": 3, ""14"": 6, ""9"": 30}","{""12"": 17, ""14"": 20, ""16"": 3, ""9"": 51, ""6"": 19}",bati_special
40218002,PARLEBOSCQ,43.936667,0.044167,155,demuzere,14.0,14,14,"{""14"": 2, ""9"": 2}","{""14"": 23, ""12"": 7, ""9"": 6, ""11"": 1}","{""12"": 32, ""14"": 58, ""9"": 14, ""11"": 4}",non_bati
40227001,PISSOS,44.313667,-0.787333,56,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 27, ""9"": 14}","{""12"": 65, ""11"": 3, ""9"": 42}",non_bati
40243001,RION-DES-LANDES,43.916333,-0.950833,77,demuzere,12.0,12,12,"{""11"": 1, ""12"": 3}","{""6"": 9, ""11"": 9, ""12"": 22}","{""12"": 62, ""9"": 6, ""6"": 12, ""11"": 31}",non_bati
40246003,SABRES,44.153667,-0.859,81,demuzere,12.0,12,12,"{""12"": 5}","{""12"": 29, ""11"": 4, ""14"": 6}","{""12"": 65, ""11"": 17, ""14"": 27}",non_bati
40272002,ST M HINX STNA-INRAE,43.570833,-1.299333,37,demuzere,9.0,12,12,"{""9"": 4, ""12"": 1}","{""12"": 19, ""14"": 2, ""9"": 12, ""11"": 6}","{""14"": 18, ""9"": 20, ""12"": 41, ""11"": 31}",non_bati
40286001,SAMADET,43.640667,-0.488833,134,demuzere,9.0,12,9,"{""11"": 2, ""9"": 3, ""12"": 1}","{""12"": 19, ""9"": 18, ""11"": 3}","{""12"": 33, ""9"": 68, ""11"": 5, ""6"": 2}",bati_special
40304001,SOORTS-HOSSEGOR,43.669833,-1.426333,10,demuzere,6.0,6,6,"{""17"": 1, ""6"": 2}","{""17"": 13, ""14"": 2, ""6"": 21}","{""17"": 28, ""14"": 9, ""6"": 62, ""11"": 7, ""12"": 1}",urbain_aere
40321002,URGONS,43.639667,-0.435167,146,demuzere,9.0,9,12,"{""9"": 4}","{""12"": 18, ""9"": 19, ""11"": 1, ""14"": 2}","{""12"": 49, ""11"": 18, ""9"": 29, ""14"": 14}",non_bati
41018001,BLOIS - VILLE,47.572,1.3375,69,demuzere,9.0,6,6,"{""9"": 2, ""6"": 2}","{""6"": 24, ""9"": 19, ""14"": 1}","{""6"": 60, ""9"": 43, ""12"": 12, ""14"": 1}",urbain_aere
41050002,CHEVERNY,47.505167,1.436333,99,demuzere,9.0,14,14,"{""12"": 1, ""9"": 4, ""14"": 1}","{""14"": 23, ""12"": 2, ""9"": 17}","{""14"": 76, ""12"": 4, ""9"": 42}",non_bati
41053001,CHOUE,47.969167,0.912833,163,demuzere,14.0,14,14,"{""14"": 3}","{""14"": 35, ""9"": 5}","{""14"": 95, ""12"": 5, ""9"": 16}",non_bati
41075003,DROUE - MORACHE,48.016167,1.031667,206,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 42}","{""14"": 118}",non_bati
41080001,FAVEROLLES,47.331833,1.1655,77,demuzere,9.0,9,14,"{""9"": 3, ""14"": 1}","{""14"": 19, ""17"": 1, ""9"": 20}","{""14"": 54, ""9"": 46, ""12"": 8, ""17"": 3, ""16"": 1}",non_bati
41097001,ROMORANTIN,47.319667,1.6875,83,demuzere,9.0,9,9,"{""9"": 3}","{""6"": 12, ""9"": 15, ""12"": 8, ""14"": 3}","{""11"": 2, ""12"": 26, ""9"": 33, ""6"": 28, ""14"": 24}",bati_special
41106001,LAMOTTE-BEUVRON,47.6105,2.012,117,demuzere,14.0,14,14,"{""14"": 5}","{""12"": 5, ""14"": 37, ""9"": 1}","{""11"": 3, ""12"": 49, ""14"": 64, ""9"": 2}",non_bati
41152001,MONTRIEUX,47.535833,1.7305,96,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 39, ""9"": 1, ""12"": 2}","{""14"": 68, ""9"": 10, ""11"": 9, ""12"": 28}",non_bati
41173003,OUZOUER,47.904,1.521667,128,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 32, ""6"": 10}","{""6"": 31, ""14"": 91}",non_bati
41269001,VENDOME,47.826667,1.054333,115,demuzere,12.0,12,11,"{""11"": 1, ""12"": 4}","{""11"": 17, ""12"": 21, ""9"": 3, ""14"": 1}","{""11"": 67, ""12"": 35, ""9"": 3, ""14"": 13}",non_bati
41281001,BLOIS,47.6785,1.212333,119,demuzere,14.0,14,14,"{""14"": 4}","{""9"": 1, ""14"": 41}","{""14"": 111, ""9"": 2, ""12"": 3}",non_bati
41285001,VILLENY,47.610667,1.743667,127,demuzere,11.0,11,11,"{""11"": 4}","{""11"": 39, ""12"": 4}","{""11"": 95, ""12"": 20}",non_bati
42005001,ST ETIENNE-BOUTHEON,45.545667,4.293833,395,demuzere,14.0,14,14,"{""14"": 4}","{""9"": 2, ""14"": 30, ""6"": 6, ""8"": 3}","{""8"": 20, ""14"": 71, ""9"": 2, ""6"": 17}",non_bati
42011001,BALBIGNY,45.820167,4.192,336,demuzere,6.0,6,6,"{""6"": 4}","{""12"": 1, ""6"": 40}","{""6"": 83, ""9"": 18, ""12"": 3, ""8"": 5, ""14"": 4}",urbain_aere
42019005,BOEN-SUR-LIGNON_SAPC,45.756167,4.0015,513,demuzere,9.0,9,9,"{""9"": 4}","{""9"": 25, ""12"": 12, ""11"": 3}","{""9"": 53, ""12"": 40, ""11"": 19}",bati_special
42023004,BOURG-ARGENTAL,45.298667,4.5735,514,demuzere,6.0,6,6,"{""6"": 5}","{""9"": 4, ""6"": 30, ""11"": 6}","{""12"": 24, ""9"": 22, ""6"": 55, ""11"": 11}",urbain_aere
42034001,COL DE CERVIERES,45.850667,3.766167,804,demuzere,12.0,12,12,"{""14"": 1, ""12"": 3}","{""12"": 34, ""14"": 8}","{""11"": 17, ""12"": 74, ""9"": 1, ""14"": 21}",non_bati
42039003,CHALMAZEL_RA,45.699,3.844,990,demuzere,14.0,12,12,"{""12"": 1, ""14"": 3}","{""12"": 23, ""14"": 17, ""11"": 1}","{""12"": 72, ""14"": 32, ""11"": 7}",non_bati
42040001,COL DE LA LOGE_SAPC,45.743833,3.780333,1261,demuzere,11.0,11,11,"{""11"": 3, ""12"": 2}","{""11"": 32, ""12"": 8}","{""12"": 21, ""11"": 93}",non_bati
42059001,CHAZELLES-LYON,45.642333,4.396333,632,demuzere,6.0,6,6,"{""6"": 4}","{""9"": 8, ""6"": 26, ""14"": 2, ""12"": 4}","{""14"": 18, ""9"": 27, ""6"": 42, ""12"": 14, ""8"": 10}",urbain_aere
42094003,FEURS,45.7385,4.233833,347,demuzere,5.0,6,6,"{""5"": 3, ""6"": 1}","{""5"": 17, ""6"": 19, ""8"": 5}","{""5"": 32, ""6"": 51, ""8"": 24, ""14"": 5}",urbain_aere
42098001,FOURNEAUX,45.941167,4.269167,510,demuzere,9.0,14,14,"{""9"": 4}","{""14"": 19, ""12"": 6, ""9"": 17}","{""12"": 23, ""14"": 50, ""9"": 39}",non_bati
42101001,PILAT GRAIX,45.361167,4.559833,1164,demuzere,14.0,14,12,"{""14"": 4}","{""12"": 15, ""14"": 25}","{""11"": 10, ""12"": 53, ""14"": 48}",non_bati
42102002,GRAMMOND_SAPC,45.564833,4.442833,803,demuzere,9.0,9,12,"{""9"": 4, ""12"": 1, ""11"": 1}","{""12"": 10, ""14"": 5, ""9"": 25, ""11"": 2}","{""14"": 27, ""12"": 47, ""9"": 34, ""11"": 2}",non_bati
42145003,MONTAGNY,46.015667,4.222333,460,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 40}","{""12"": 5, ""14"": 108}",non_bati
42152001,NANDAX,46.097,4.191333,374,demuzere,9.0,9,14,"{""9"": 4}","{""14"": 8, ""9"": 24, ""12"": 3, ""11"": 5}","{""14"": 55, ""12"": 20, ""9"": 26, ""11"": 11}",non_bati
42159001,NOIRETABLE,45.812667,3.7605,714,demuzere,9.0,9,12,"{""9"": 3, ""12"": 2}","{""9"": 23, ""6"": 1, ""12"": 17}","{""9"": 43, ""6"": 14, ""12"": 58}",non_bati
42165003,PANISSIERES,45.804333,4.333833,614,demuzere,14.0,14,14,"{""14"": 3, ""9"": 1}","{""12"": 2, ""14"": 35, ""9"": 1}","{""12"": 22, ""9"": 6, ""11"": 1, ""14"": 85}",non_bati
42204002,ST-BONNET-LE-CHATEAU_SAPC,45.436167,4.072,822,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 32, ""11"": 2, ""6"": 4, ""9"": 2}","{""12"": 75, ""11"": 8, ""6"": 19, ""9"": 8, ""14"": 2}",non_bati
42207005,ST-CHAMOND-P,45.491,4.534167,394,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 30, ""6"": 12}","{""14"": 64, ""6"": 47, ""12"": 1}",non_bati
42218011,SAINT-ETIENNE,45.435333,4.368167,640,demuzere,6.0,6,6,"{""6"": 4, ""12"": 1}","{""6"": 31, ""12"": 5, ""11"": 4}","{""6"": 58, ""11"": 9, ""12"": 40, ""5"": 5}",urbain_aere
42224003,COL REPUBLIQUE,45.352667,4.470833,1071,demuzere,12.0,12,12,"{""12"": 6}","{""12"": 29, ""14"": 11}","{""12"": 57, ""14"": 50, ""11"": 6}",non_bati
42227001,ST GEORGES EN C,45.701667,3.9555,496,demuzere,12.0,12,11,"{""12"": 5}","{""12"": 25, ""11"": 15}","{""12"": 50, ""11"": 62}",non_bati
42239001,ST-MAURICE-SUR-LOIRE,45.975,4.006,395,demuzere,14.0,14,14,"{""14"": 3, ""12"": 1}","{""14"": 24, ""12"": 14}","{""12"": 50, ""14"": 57, ""17"": 4, ""11"": 1}",non_bati
42248002,ST-JUST-EN-CHEV,45.9085,3.844167,612,demuzere,9.0,12,12,"{""9"": 2, ""12"": 1, ""6"": 1}","{""9"": 10, ""6"": 9, ""12"": 19}","{""9"": 21, ""12"": 71, ""6"": 17, ""14"": 2}",non_bati
42253001,ROANNE-RIORGES_AERO,46.055,4.0045,337,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 41}","{""14"": 112}",non_bati
42287001,ST SAUVEUR EN R,45.2685,4.503667,783,demuzere,12.0,12,12,"{""11"": 1, ""12"": 3}","{""12"": 21, ""11"": 21}","{""12"": 60, ""11"": 50, ""9"": 2}",non_bati
42299001,SAVIGNEUX,45.624833,4.078667,370,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 41}","{""14"": 112}",non_bati
42306001,TARENTAISE,45.369,4.4985,1090,demuzere,12.0,12,12,"{""12"": 4, ""14"": 2}","{""12"": 22, ""14"": 18}","{""12"": 58, ""14"": 47, ""11"": 2, ""9"": 3}",non_bati
42322001,LA VALLA EN GIE,45.429167,4.511,609,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 37, ""11"": 4}","{""11"": 41, ""12"": 68, ""17"": 3}",non_bati
43003001,ALLEGRE,45.203,3.718167,1035,demuzere,9.0,9,14,"{""9"": 3, ""12"": 2}","{""14"": 6, ""9"": 20, ""12"": 13, ""11"": 1}","{""14"": 34, ""9"": 34, ""12"": 27, ""11"": 16}",non_bati
43014001,AUTRAC,45.328667,3.131833,807,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 35, ""12"": 6}","{""14"": 89, ""12"": 23}",non_bati
43020002,BAS-EN-BASSET,45.319667,4.129,446,demuzere,9.0,9,14,"{""9"": 3, ""14"": 1}","{""14"": 19, ""9"": 20, ""12"": 2}","{""14"": 51, ""9"": 36, ""12"": 11, ""11"": 12, ""17"": 2}",non_bati
43037001,LE BOUCHET-ST-NICOLAS,44.885,3.7905,1218,demuzere,9.0,14,14,"{""9"": 2, ""14"": 2}","{""9"": 11, ""6"": 6, ""14"": 24}","{""9"": 18, ""6"": 14, ""14"": 78}",non_bati
43046001,LE PUY-CHADRAC,45.054667,3.8945,714,demuzere,12.0,6,6,"{""12"": 2, ""6"": 2}","{""9"": 6, ""12"": 9, ""6"": 26}","{""14"": 6, ""9"": 23, ""6"": 69, ""12"": 10, ""5"": 4}",urbain_aere
43062001,LE PUY-LOUDES,45.0745,3.764,833,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 37, ""9"": 3}","{""14"": 99, ""8"": 5, ""6"": 3, ""9"": 4}",non_bati
43067001,CHAVANIAC-LAFAYETTE,45.1595,3.582,715,demuzere,9.0,12,12,"{""9"": 3, ""12"": 1}","{""12"": 29, ""9"": 11, ""11"": 1}","{""12"": 63, ""11"": 26, ""14"": 7, ""9"": 16}",non_bati
43071001,CHOMELIX,45.2575,3.826833,886,demuzere,12.0,12,11,"{""12"": 6}","{""12"": 18, ""9"": 3, ""14"": 7, ""11"": 13}","{""14"": 24, ""9"": 13, ""12"": 29, ""11"": 45}",non_bati
43091005,LES ESTABLES_SAPC,44.9005,4.161,1350,demuzere,14.0,14,14,"{""12"": 1, ""14"": 3}","{""6"": 2, ""12"": 16, ""14"": 22}","{""6"": 9, ""9"": 5, ""12"": 37, ""14"": 56}",non_bati
43093001,FELINES_SAPC,45.265833,3.742833,1014,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 29, ""11"": 12}","{""12"": 65, ""11"": 48}",non_bati
43095001,FIX-ST-GENEYS,45.145833,3.665,1102,demuzere,12.0,12,12,"{""12"": 4}","{""14"": 7, ""12"": 31, ""9"": 2}","{""14"": 27, ""12"": 56, ""11"": 12, ""9"": 16}",non_bati
43096001,FONTANNES,45.300333,3.419667,435,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 34, ""9"": 6}","{""14"": 101, ""9"": 8}",non_bati
43104001,GREZES,44.9205,3.4905,1106,demuzere,14.0,14,14,"{""14"": 4, ""9"": 1}","{""14"": 26, ""12"": 4, ""9"": 10}","{""12"": 28, ""14"": 71, ""11"": 1, ""9"": 11}",non_bati
43111002,LANDOS-CHARBON,44.858,3.843667,1148,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 40}","{""14"": 111}",non_bati
43118001,LAVOUTE-CHILHAC,45.155833,3.41,491,demuzere,14.0,12,12,"{""14"": 2, ""12"": 2}","{""12"": 26, ""14"": 14}","{""12"": 63, ""11"": 9, ""14"": 23, ""9"": 14}",non_bati
43130002,MAZET-VOLAMONT,45.025,4.239833,1130,demuzere,14.0,14,14,"{""14"": 4, ""12"": 2}","{""14"": 32, ""12"": 9}","{""14"": 89, ""12"": 17, ""11"": 5}",non_bati
43137003,MONISTROL-SUR-LOIRE,45.314,4.231167,777,demuzere,9.0,6,14,"{""9"": 2, ""6"": 2, ""14"": 1}","{""9"": 6, ""6"": 17, ""14"": 17}","{""9"": 13, ""6"": 29, ""14"": 51, ""12"": 15, ""11"": 4}",non_bati
43150001,LE PERTUIS_SAPC,45.098833,4.061333,1020,demuzere,12.0,12,12,"{""11"": 1, ""6"": 1, ""12"": 3}","{""11"": 12, ""12"": 22, ""6"": 5}","{""11"": 38, ""12"": 57, ""6"": 13, ""9"": 3}",non_bati
43162001,RETOURNAC,45.203833,4.030167,535,demuzere,9.0,9,9,"{""9"": 3, ""6"": 1}","{""9"": 23, ""6"": 15, ""12"": 3}","{""12"": 19, ""9"": 45, ""6"": 35, ""11"": 13, ""17"": 1}",bati_special
43212002,ST-PAL-DE-CHALENCON,45.344833,3.9665,960,demuzere,14.0,14,12,"{""14"": 3, ""12"": 1}","{""9"": 2, ""14"": 20, ""12"": 19}","{""9"": 10, ""14"": 34, ""12"": 55, ""11"": 13}",non_bati
43223001,ST-ROMAIN-LACHALM,45.2615,4.3275,902,demuzere,12.0,12,14,"{""14"": 1, ""12"": 3}","{""14"": 12, ""12"": 14, ""11"": 12}","{""14"": 43, ""9"": 11, ""12"": 25, ""11"": 33}",non_bati
43234005,SAUGUES-SA,44.966167,3.539833,945,demuzere,14.0,14,14,"{""14"": 2, ""9"": 2}","{""14"": 29, ""9"": 9}","{""14"": 85, ""9"": 23, ""12"": 1}",non_bati
43241002,SOLIGNAC-SUR-LO,44.973667,3.882667,832,demuzere,12.0,12,11,"{""12"": 5}","{""12"": 22, ""11"": 6, ""9"": 11}","{""11"": 51, ""12"": 34, ""9"": 26, ""6"": 1}",non_bati
43244003,TENCE,45.1165,4.277167,848,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 31, ""9"": 4, ""14"": 5}","{""12"": 85, ""14"": 20, ""11"": 3, ""9"": 4}",non_bati
43246001,TIRANGES,45.268333,3.998667,603,demuzere,12.0,11,11,"{""12"": 3, ""11"": 1}","{""12"": 14, ""11"": 26}","{""11"": 85, ""12"": 27}",non_bati
43268004,YSSINGEAUX,45.135167,4.1275,873,demuzere,9.0,9,9,"{""12"": 1, ""9"": 4}","{""6"": 6, ""9"": 30, ""12"": 5}","{""6"": 25, ""12"": 18, ""9"": 66, ""11"": 2, ""14"": 1}",bati_special
44015001,BLAIN,47.472833,-1.771667,13,demuzere,12.0,12,12,"{""12"": 6}","{""12"": 23, ""6"": 15, ""11"": 1, ""14"": 3}","{""12"": 48, ""6"": 45, ""9"": 10, ""11"": 5, ""14"": 12}",non_bati
44020001,NANTES-BOUGUENAIS,47.15,-1.608833,26,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 42, ""6"": 1}","{""14"": 91, ""12"": 14, ""8"": 9, ""6"": 1}",non_bati
44067001,GUEMENE-PENFAO,47.625333,-1.889833,33,demuzere,14.0,14,14,"{""14"": 4, ""9"": 1}","{""9"": 16, ""14"": 24, ""12"": 2}","{""9"": 37, ""14"": 72, ""12"": 6}",non_bati
44072002,HERBIGNAC,47.4265,-2.3365,22,demuzere,12.0,12,12,"{""12"": 4}","{""12"": 32, ""11"": 2, ""14"": 5, ""9"": 5}","{""11"": 14, ""8"": 7, ""12"": 54, ""9"": 18, ""14"": 22}",non_bati
44103001,ST NAZAIRE-MONTOIR,47.313833,-2.1545,3,demuzere,14.0,14,14,"{""8"": 1, ""14"": 3}","{""8"": 16, ""12"": 2, ""14"": 26}","{""8"": 48, ""12"": 7, ""14"": 61}",non_bati
44109012,NANTES-VILLE,47.227667,-1.514,17,demuzere,6.0,6,6,"{""6"": 5}","{""6"": 39, ""5"": 3, ""12"": 1}","{""6"": 83, ""5"": 20, ""12"": 13}",urbain_aere
44110002,NORT-SUR-ERDRE,47.425167,-1.513667,13,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 42}","{""14"": 120}",non_bati
44113001,NOZAY,47.572833,-1.6115,44,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 41, ""9"": 1}","{""14"": 89, ""9"": 19, ""11"": 3, ""12"": 5}",non_bati
44117002,LE PALLET_SAPC,47.1415,-1.336833,35,demuzere,6.0,6,9,"{""6"": 3, ""9"": 3}","{""9"": 19, ""6"": 21, ""12"": 3}","{""9"": 64, ""6"": 49, ""12"": 4}",bati_special
44120002,PELLERIN(LE),47.210333,-1.828667,4,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 42}","{""14"": 114}",non_bati
44129001,PONTCHATEAU,47.439667,-2.105167,34,demuzere,6.0,6,6,"{""6"": 3, ""12"": 1}","{""6"": 26, ""12"": 13, ""9"": 2}","{""12"": 32, ""9"": 24, ""6"": 58}",urbain_aere
44131002,PORNIC,47.122,-2.0925,25,demuzere,6.0,6,6,"{""6"": 4}","{""6"": 34, ""12"": 4, ""17"": 2}","{""6"": 88, ""12"": 16, ""14"": 6, ""17"": 2, ""9"": 1}",urbain_aere
44180005,ST-MARS-LA-JAIL,47.526167,-1.185333,32,demuzere,6.0,6,6,"{""6"": 5}","{""6"": 39}","{""9"": 23, ""6"": 89, ""12"": 4}",urbain_aere
44181001,ST-MEME-LE-TENU,47.005667,-1.7825,4,demuzere,14.0,9,9,"{""14"": 4, ""9"": 2}","{""9"": 30, ""12"": 2, ""14"": 11}","{""9"": 67, ""12"": 20, ""14"": 30, ""11"": 1}",bati_special
44188001,ST-PHILBERT,47.029167,-1.652833,18,demuzere,14.0,14,14,"{""14"": 6}","{""14"": 39, ""9"": 4}","{""9"": 32, ""14"": 72, ""12"": 12, ""6"": 2}",non_bati
45004001,AMILLY,47.962167,2.728,91,demuzere,9.0,14,14,"{""9"": 4, ""14"": 1}","{""9"": 19, ""14"": 23}","{""9"": 39, ""14"": 78}",non_bati
45055001,ORLEANS,47.990667,1.778167,123,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 30, ""9"": 5, ""16"": 3}","{""14"": 85, ""9"": 18, ""16"": 6, ""8"": 5}",non_bati
45069001,CHAMBON-LA-F.,48.025167,2.260333,143,demuzere,11.0,11,11,"{""11"": 5}","{""11"": 43}","{""11"": 117}",non_bati
45145001,FERRIERES,48.113167,2.857833,107,demuzere,9.0,14,14,"{""9"": 3, ""14"": 2}","{""14"": 38, ""9"": 5}","{""14"": 113, ""9"": 5}",non_bati
45187001,LORRIS,47.881167,2.505167,125,demuzere,9.0,9,9,"{""9"": 4}","{""9"": 36, ""12"": 3, ""14"": 2}","{""9"": 79, ""6"": 1, ""12"": 15, ""11"": 2, ""14"": 19}",bati_special
45193001,MARCILLY-EN-V.,47.769167,2.021833,127,demuzere,14.0,14,14,"{""14"": 5}","{""14"": 29, ""6"": 13}","{""14"": 76, ""6"": 41}",non_bati
45199003,MELLEROY_SAPC,47.897333,2.952,165,demuzere,9.0,9,14,"{""9"": 3, ""14"": 1}","{""14"": 13, ""9"": 27}","{""14"": 60, ""12"": 2, ""9"": 55}",non_bati
45245001,OUZOUER_SUR_TREZEE,47.672,2.809833,150,demuzere,6.0,6,6,"{""6"": 4}","{""6"": 39, ""9"": 5}","{""6"": 67, ""9"": 40, ""12"": 7, ""14"": 3}",urbain_aere
45253001,PITHIVIERS-LE-V,48.166333,2.228333,120,demuzere,14.0,14,14,"{""14"": 3, ""17"": 1}","{""14"": 31, ""9"": 6, ""17"": 6, ""12"": 1}","{""14"": 66, ""9"": 18, ""8"": 9, ""17"": 7, ""16"": 1, ""12"": 12, ""11"": 4}",non_bati
45270002,ST-BENOIT/LOIRE,47.808,2.305667,112,demuzere,6.0,14,14,"{""9"": 1, ""6"": 2, ""14"": 2}","{""9"": 9, ""6"": 14, ""14"": 20}","{""9"": 44, ""6"": 18, ""14"": 56}",non_bati
45340002,VILLEMURLIN,47.6935,2.366167,144,demuzere,14.0,14,12,"{""14"": 4}","{""14"": 37, ""12"": 6, ""9"": 1}","{""14"": 50, ""12"": 57, ""11"": 5, ""9"": 2, ""17"": 1}",non_bati
46005001,ANGLARS,44.493333,1.208167,104,demuzere,9.0,9,9,"{""9"": 4}","{""9"": 37, ""14"": 3}","{""9"": 80, ""12"": 7, ""14"": 21}",bati_special
46031001,BLARS,44.572,1.722,281,demuzere,14.0,14,14,"{""14"": 4}","{""14"": 40}","{""14"": 103, ""12"": 5}",non_bati
46038002,BRETENOUX,44.9125,1.838333,136,demuzere,6.0,6,6,"{""6"": 4}","{""6"": 26, ""12"": 6, ""9"": 10}","{""6"": 59, ""9"": 43, ""12"": 12}",urbain_aere
46071001,COMIAC,44.965333,2.0,562,demuzere,12.0,12,12,"{""12"": 3, ""14"": 1}","{""11"": 5, ""12"": 22, ""14"": 10, ""9"": 1}","{""11"": 27, ""12"": 60, ""9"": 2, ""14"": 23}",non_bati
46100001,FAYCELLES,44.575333,2.004667,342,demuzere,12.0,12,12,"{""12"": 3}","{""12"": 36}","{""12"": 96, ""9"": 10, ""11"": 1}",non_bati
46127001,GOURDON,44.745,1.396667,260,demuzere,9.0,9,9,"{""9"": 4}","{""9"": 35, ""12"": 1, ""6"": 5}","{""9"": 80, ""14"": 5, ""12"": 3, ""6"": 22}",bati_special
46128002,GRAMAT - PARC,44.760167,1.7255,312,demuzere,9.0,9,9,"{""9"": 5}","{""12"": 7, ""9"": 32}","{""9"": 87, ""12"": 23}",bati_special
