NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,NDays,NTrop,TnMax,TnMoy,TxMax,TxMoy,TmMoy,NTrop_abs,NTrop_taux,episode,episode_label
6079002,MANDELIEU LA NAPOULE_SAPC,43.523667,6.898667,104,7,6,24.5,22.12857142857143,36.7,33.2,27.857142857142858,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6081001,LE MAS,43.813667,6.809333,1525,7,3,23.2,18.82857142857143,32.5,28.2,22.87142857142857,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
6083005,MENTON,43.785833,7.488667,216,7,7,29.0,24.9,34.6,33.65714285714286,29.3,7,1.0,vague-chaleur-juin-2019,jun19
6088001,NICE,43.648833,7.209,2,7,6,27.4,24.685714285714287,34.0,31.871428571428574,28.242857142857144,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6088007,NICE-RIMIEZ,43.738667,7.279167,238,7,6,25.2,23.385714285714283,34.3,32.357142857142854,28.014285714285712,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6090002,PEGOMAS,43.602667,6.936667,109,7,6,25.2,22.142857142857142,37.2,34.52857142857143,28.485714285714284,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6091003,PEILLE,43.775167,7.428333,1106,7,5,25.7,20.914285714285715,35.0,29.714285714285715,24.942857142857143,5,0.7142857142857143,vague-chaleur-juin-2019,jun19
6094002,PEONE,44.099667,6.930833,1784,7,2,21.6,17.414285714285715,31.0,27.6,21.685714285714283,2,0.2857142857142857,vague-chaleur-juin-2019,jun19
6099004,PUGET THENIERS_SAPC,43.956833,6.892333,449,7,1,20.5,18.5,40.0,36.55714285714286,26.628571428571423,1,0.14285714285714285,vague-chaleur-juin-2019,jun19
6102001,RIMPLAS_SAPC,44.067167,7.1335,1130,7,5,25.2,20.514285714285712,35.4,32.0,25.31428571428572,5,0.7142857142857143,vague-chaleur-juin-2019,jun19
6118002,ST CEZAIRE SUR SIAGNE,43.678667,6.809,694,7,6,25.7,21.942857142857143,36.4,31.914285714285715,27.0,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6120004,ST ETIENNE DE TINEE_SAPC,44.257667,6.921167,1150,7,0,18.9,16.685714285714287,37.2,32.75714285714286,23.342857142857145,0,0.0,vague-chaleur-juin-2019,jun19
6125001,ST MARTIN D'ENTRAUNES_SAPC,44.154667,6.747,1642,7,2,23.3,17.9,34.1,29.87142857142857,22.642857142857142,2,0.2857142857142857,vague-chaleur-juin-2019,jun19
6127006,SAINT MARTIN VESUBIE_SAPC,44.065667,7.255,899,7,1,20.9,16.45714285714286,37.9,33.27142857142857,23.328571428571426,1,0.14285714285714285,vague-chaleur-juin-2019,jun19
6136005,SOSPEL,43.862833,7.433667,843,7,6,27.8,23.357142857142858,36.0,31.4,26.77142857142857,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6152002,VALBONNE-SOPHIA,43.623167,7.0285,238,7,6,27.3,24.25714285714286,36.0,32.91428571428572,28.714285714285715,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
6153400,MILLEFONTS-NIVOSE,44.118333,7.192,2430,7,0,18.0,14.62857142857143,23.3,20.571428571428573,17.557142857142857,0,0.0,vague-chaleur-juin-2019,jun19
6163007,TENDE_SAPC,44.043167,7.586,636,7,0,19.2,17.17142857142857,39.3,33.42857142857142,24.485714285714288,0,0.0,vague-chaleur-juin-2019,jun19
7005001,ALBA LA ROMAINE,44.539833,4.5825,223,7,3,21.9,18.9,40.7,38.2,28.77142857142857,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
7010001,ANNONAY,45.246167,4.6705,336,7,0,19.0,16.271428571428576,38.3,35.92857142857143,26.685714285714287,0,0.0,vague-chaleur-juin-2019,jun19
7011004,ANTRAIGUES SA,44.712167,4.352167,600,7,5,26.6,21.928571428571423,37.1,33.72857142857142,27.37142857142857,5,0.7142857142857143,vague-chaleur-juin-2019,jun19
7019005,AUBENAS SA,44.601667,4.409833,176,7,0,19.8,17.67142857142857,42.2,38.54285714285714,28.34285714285715,0,0.0,vague-chaleur-juin-2019,jun19
7025001,BARNAS RAD,44.666,4.159833,480,7,0,19.9,17.257142857142856,39.0,34.98571428571428,25.95,0,0.0,vague-chaleur-juin-2019,jun19
7032002,BERZEME RAD,44.628333,4.566333,650,7,4,26.9,21.2,36.9,34.228571428571435,27.171428571428567,4,0.5714285714285714,vague-chaleur-juin-2019,jun19
7033001,BESSAS,44.34,4.298667,251,7,4,25.2,20.842857142857145,41.6,36.92857142857143,29.085714285714285,4,0.5714285714285714,vague-chaleur-juin-2019,jun19
7064001,CHEYLARD SA,44.914833,4.4375,418,7,0,18.3,16.242857142857144,38.5,35.27142857142858,25.67142857142857,0,0.0,vague-chaleur-juin-2019,jun19
7066001,CHOMERAC SA_RCE,44.6995,4.648333,216,7,4,22.6,19.814285714285717,39.4,37.42857142857143,29.0,4,0.5714285714285714,vague-chaleur-juin-2019,jun19
7066800,CHOMERAC SA_DOUBLE,44.697667,4.649167,212,7,3,22.1,19.228571428571428,40.3,38.1,29.042857142857144,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
7068001,COLOMBIER JEUNE RAD,45.0155,4.671167,566,7,6,24.8,21.65714285714285,36.2,34.300000000000004,27.642857142857142,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
7069001,COLOMBIER VIEUX SA,45.063667,4.698,408,7,2,21.2,18.085714285714285,38.2,36.17142857142856,27.585714285714285,2,0.2857142857142857,vague-chaleur-juin-2019,jun19
7075001,CROS GEORAND,44.780167,4.099667,1021,7,0,19.0,13.357142857142858,37.7,30.942857142857147,,0,0.0,vague-chaleur-juin-2019,jun19
7088001,FAUGERES,44.474667,4.136167,430,7,5,24.4,21.042857142857144,39.7,34.31428571428572,27.5,5,0.7142857142857143,vague-chaleur-juin-2019,jun19
7096001,GLUIRAS RAD,44.839333,4.524,760,7,6,25.3,22.071428571428573,36.5,32.300000000000004,26.771428571428576,6,0.8571428571428571,vague-chaleur-juin-2019,jun19
7099001,GRAS,44.429,4.5655,341,7,3,22.0,18.342857142857135,40.2,36.971428571428575,27.81428571428572,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
7101001,GROSPIERRES,44.411333,4.300833,127,7,0,19.8,16.914285714285715,43.2,39.642857142857146,,0,0.0,vague-chaleur-juin-2019,jun19
7101002,GROSPIERRES SA,44.4115,4.295833,107,7,0,19.3,16.17142857142857,42.3,38.48571428571428,27.142857142857142,0,0.0,vague-chaleur-juin-2019,jun19
7105001,ISSANLAS,44.773167,3.981667,1215,7,0,18.8,16.214285714285715,33.7,29.142857142857142,,0,0.0,vague-chaleur-juin-2019,jun19
7105003,ISSANLAS_SAPC,44.7555,3.975333,1264,7,0,19.7,17.114285714285717,32.8,28.514285714285712,22.885714285714283,0,0.0,vague-chaleur-juin-2019,jun19
7117002,LABLACHERE,44.480833,4.208333,295,7,3,22.5,19.25714285714286,41.1,37.84285714285714,28.285714285714285,3,0.42857142857142855,vague-chaleur-juin-2019,jun19
7128001,LALOUVESC,45.117833,4.535,1090,7,1,22.5,18.371428571428574,35.3,31.27142857142857,24.557142857142857,1,0.14285714285714285,vague-chaleur-juin-2019,jun19
